Selection,View,Channel,Begin.Time..s.,End.Time..s.,Low.Freq..Hz.,High.Freq..Hz.,Peak.Freq..Hz.,Delta.Time..s.,,Center.Time..s.,Dur.90...s.,BW.90...Hz.,Pace1,Pace2,Total.Pace,N..of.notes,notes.2,notes.1,source,Begin.File
1,Spectrogram 1,1,1.280440584,4.637266071,877,2818.9,1894.922,3.3568,,3.3088,2.3336,344.531,5.064346997,2.979027645,8.043374643,27,10,17,cinerea,294014.wav
2,Spectrogram 1,1,8.856076947,12.20295137,795,2824.2,1894.922,3.3469,,10.8843,2.1943,344.531,5.079327139,2.987839493,8.067166632,27,10,17,cinerea,294014.wav
1,Spectrogram 1,1,0.916758523,3.515165819,859.268,4177.769,1875,2.5984,,2.3947,1.6533,281.25,5.79,3.86,9.62,25,-,-,cinerea,312684151.wav
2,Spectrogram 1,1,32.57826127,35.22388236,714.108,4242.641,1875,2.6456,,34.224,1.4933,281.25,6.06,3.78,9.83,26,-,-,cinerea,312684151.wav
3,Spectrogram 1,1,77.06056739,79.67662351,1050.159,4368.66,1781.25,2.6161,,79.0773,1.04,187.5,5.74,3.83,9.56,25,-,-,cinerea,312684151.wav
4,Spectrogram 1,1,115.8817786,118.4703455,672.101,4200.634,1781.25,2.5886,,117.568,1.632,281.25,5.81,3.87,9.66,25,-,-,cinerea,312684151.wav
5,Spectrogram 1,1,165.0367436,167.6436367,588.089,4368.66,1781.25,2.6069,,166.9973,0.9333,281.25,5.74,3.83,9.59,25,-,-,cinerea,312684151.wav
6,Spectrogram 1,1,191.5426952,194.2137297,714.108,4368.66,1687.5,2.671,,193.584,1.2373,281.25,5.61,3.74,9.36,25,-,-,cinerea,312684151.wav
7,Spectrogram 1,1,213.8885661,216.5687637,588.089,4116.622,1687.5,2.6802,,215.84,1.6693,281.25,5.97,3.73,9.7,26,-,-,cinerea,312684151.wav
8,Spectrogram 1,1,239.5152561,242.3482286,798.121,4326.653,1781.25,2.833,,241.136,1.7707,281.25,6,3.88,9.88,28,-,-,cinerea,312684151.wav
9,Spectrogram 1,1,273.382874,276.1689592,756.114,4284.647,1687.5,2.7861,,275.024,1.968,281.25,6.11,3.95,9.69,27,-,-,cinerea,312684151.wav
10,Spectrogram 1,1,295.2025691,297.9109031,756.114,4326.653,1781.25,2.7083,,296.9973,1.6267,281.25,5.55,3.7,9.23,25,-,-,cinerea,312684151.wav
11,Spectrogram 1,1,331.9317472,334.6789569,882.133,4410.666,1781.25,2.7472,,333.5413,1.6053,281.25,5.83,3.63,9.46,26,-,-,cinerea,312684151.wav
1,Spectrogram 1,1,5.020816646,7.616282877,824.711,2411.89,1722.656,2.5955,,6.8092,1.5964,258.398,6.164515508,3.467539973,9.632055481,25,9,16,cinerea,32048.wav
2,Spectrogram 1,1,14.98142183,17.60505255,606.863,2287.406,1808.789,2.6236,,16.6023,1.5673,172.266,5.71733496,3.430400976,9.147735935,24,9,15,cinerea,32048.wav
3,Spectrogram 1,1,25.9213987,28.73483663,778.029,2474.133,1894.922,2.8134,,27.5505,1.6428,172.266,5.687069027,3.198976328,8.886045354,25,9,16,cinerea,32048.wav
4,Spectrogram 1,1,37.85298223,40.68401916,762.469,2287.406,1808.789,2.831,,39.4681,1.875,172.266,5.651713176,3.179088661,8.830801837,25,9,16,cinerea,32048.wav
5,Spectrogram 1,1,54.77656821,57.83739709,995.877,2474.133,1808.789,3.0608,,56.5986,1.8112,172.266,5.554103502,2.940407737,8.494511239,26,9,17,cinerea,32048.wav
6,Spectrogram 1,1,68.56893424,71.5991242,886.953,2256.285,1808.789,3.0302,,70.4087,1.9563,172.266,5.610190746,2.970100983,8.58029173,26,9,17,cinerea,32048.wav
7,Spectrogram 1,1,80.51252161,83.57335049,949.196,2271.845,1894.922,3.0608,,82.1986,1.904,258.398,5.554103502,2.940407737,8.494511239,26,9,17,cinerea,32048.wav
8,Spectrogram 1,1,96.0722713,99.1239085,809.15,2271.845,1894.922,3.0516,,97.727,1.9737,258.398,5.57084808,2.949272513,8.520120592,26,9,17,cinerea,32048.wav
9,Spectrogram 1,1,110.7273252,113.763643,793.59,2302.966,1894.922,3.0363,,112.2452,1.7125,258.398,5.598919738,2.964133979,8.563053717,26,9,17,cinerea,32048.wav
10,Spectrogram 1,1,124.3218682,127.3673777,840.272,2271.845,1894.922,3.0455,,126.1424,1.9447,258.398,5.582006239,2.955179773,8.537186012,26,9,17,cinerea,32048.wav
11,Spectrogram 1,1,140.3438223,143.3801401,855.832,2302.966,1808.789,3.0363,,142.228,1.9505,258.398,5.598919738,2.964133979,8.563053717,26,9,17,cinerea,32048.wav
12,Spectrogram 1,1,152.0733805,155.17404,809.15,2256.285,1808.789,3.1007,,153.9773,2.1014,258.398,5.160125133,3.225078208,8.385203341,26,10,16,cinerea,32048.wav
13,Spectrogram 1,1,165.9760467,169.0583229,933.635,2287.406,1894.922,3.0823,,167.9731,2.113,258.398,5.515361905,2.919897479,8.435259384,26,9,17,cinerea,32048.wav
14,Spectrogram 1,1,180.362808,183.4328286,964.756,2334.088,1808.789,3.07,,182.2186,2.0898,258.398,5.537459283,2.931596091,8.469055375,26,9,17,cinerea,32048.wav
15,Spectrogram 1,1,200.9292448,204.1463322,809.15,2334.088,1808.789,3.2171,,202.7973,2.2523,258.398,5.284262224,3.108389543,8.392651767,27,10,17,cinerea,32048.wav
16,Spectrogram 1,1,215.5142725,218.5934847,731.347,2458.572,1894.922,3.0792,,217.5303,2.0376,258.398,5.520914523,2.922837101,8.443751624,26,9,17,cinerea,32048.wav
17,Spectrogram 1,1,229.7504598,232.8174164,840.272,2427.451,1894.922,3.067,,231.3984,1.9215,258.398,5.542875774,1.304206065,6.847081839,21,4,17,cinerea,32048.wav
18,Spectrogram 1,1,250.4271966,253.6320284,778.029,2474.133,1894.922,3.2048,,252.3777,2.0434,258.398,5.304543185,3.120319521,8.424862706,27,10,17,cinerea,32048.wav
1,Spectrogram 1,1,6.681025723,9.70369715,902.514,2536.375,1808.789,3.0227,,8.5856,1.9969,258.398,5.293280842,2.977470473,8.270751315,25,9,16,cinerea,32057.wav
2,Spectrogram 1,1,28.36093474,31.3662517,793.59,2411.89,1808.789,3.0053,,30.1511,1.9563,258.398,5.323927728,2.994709347,8.318637075,25,9,16,cinerea,32057.wav
3,Spectrogram 1,1,44.5337762,47.57872372,809.15,2147.361,1808.789,3.0449,,46.5328,2.1072,258.398,5.583106178,2.955762094,8.538868272,26,9,17,cinerea,32057.wav
4,Spectrogram 1,1,67.44023606,70.45215811,622.423,2458.572,1808.789,3.0119,,69.3812,2.1304,258.398,5.312261363,2.988147017,8.30040838,25,9,16,cinerea,32057.wav
5,Spectrogram 1,1,82.26113465,85.34241018,700.226,2302.966,1808.789,3.0813,,84.2884,1.9969,258.398,5.517151851,2.920845098,8.437996949,26,9,17,cinerea,32057.wav
6,Spectrogram 1,1,101.0315477,104.0368646,715.787,2567.496,1808.789,3.0053,,102.9863,2.0956,258.398,5.656673211,2.994709347,8.651382557,26,9,17,cinerea,32057.wav
7,Spectrogram 1,1,137.1669167,140.1755363,1182.604,2287.406,1808.789,3.0086,,138.9424,1.9969,258.398,5.318088147,2.991424583,8.30951273,25,9,16,cinerea,32057.wav
8,Spectrogram 1,1,153.8903373,156.8527212,762.469,2458.572,1894.922,2.9624,,155.504,2.084,258.398,5.401026195,3.038077235,8.43910343,25,9,16,cinerea,32057.wav
9,Spectrogram 1,1,175.9867335,179.0680091,840.272,2443.012,1808.789,3.0813,,178.01,2.1072,258.398,5.517151851,2.920845098,8.437996949,26,9,17,cinerea,32057.wav
10,Spectrogram 1,1,192.6580911,195.7096437,778.029,2474.133,1808.789,3.0516,,194.6529,1.9969,258.398,5.57084808,2.949272513,8.520120592,26,9,17,cinerea,32057.wav
1,Spectrogram 1,1,1.540505752,3.804702042,873.267,4202.599,1894.922,2.2642,,2.9779,1.4687,258.398,5.3,2.65,7.95,18,,,cinerea,320706111.wav
1,Spectrogram 1,1,0.955869125,3.181594688,709.53,4311.757,1894.922,2.2257,,2.0143,1.4919,258.398,5.4,2.7,8.09,18,,,cinerea,320706151.wav
1,Spectrogram 1,1,1.376389531,4.776109997,545.792,4311.757,1722.656,3.3997,,3.1405,2.3917,258.398,4.71,2.94,7.65,26,,,cinerea,336016331.wav
2,Spectrogram 1,1,19.26565431,22.45421908,764.109,4148.02,1722.656,3.1886,,21.2753,2.1885,258.398,5.03,2.83,7.84,25,,,cinerea,336016331.wav
3,Spectrogram 1,1,39.80815063,43.23395917,600.371,4202.599,1722.656,3.4258,,42.0862,2.3975,258.398,4.67,2.92,7.59,26,,,cinerea,336016331.wav
1,Spectrogram 1,1,5.130455809,7.354862085,1309.356,2332.635,1808.789,2.2244,,6.4203,1.3119,172.266,6.293832045,3.146916022,9.440748067,21,7,14,cinerea,34037.wav
2,Spectrogram 1,1,14.91772091,17.41576432,1078.293,2343.638,1808.789,2.498,,16.312,1.3061,172.266,5.604483587,3.602882306,9.207365893,23,9,14,cinerea,34037.wav
3,Spectrogram 1,1,23.70288493,26.1380673,1221.332,2354.641,1808.789,2.4352,,25.0253,1.4222,172.266,6.159658344,3.285151117,9.444809461,23,8,15,cinerea,34037.wav
4,Spectrogram 1,1,31.90043481,34.45587309,1166.317,2398.653,1808.789,2.5554,,33.3032,1.4803,258.398,5.869922517,3.130625342,9.000547859,23,8,15,cinerea,34037.wav
5,Spectrogram 1,1,41.92952422,44.72547434,1001.272,2530.689,1808.789,2.796,,43.5432,1.7821,258.398,5.722460658,3.21888412,8.941344778,25,9,16,cinerea,34037.wav
6,Spectrogram 1,1,50.97409986,53.93676842,979.266,2387.65,1808.789,2.9627,,52.7325,1.9737,258.398,5.738009248,3.037769602,8.77577885,26,9,17,cinerea,34037.wav
7,Spectrogram 1,1,60.54782909,63.38477555,979.266,2519.686,1808.789,2.8369,,62.3223,1.8634,258.398,5.63995911,3.172477,8.81243611,25,9,16,cinerea,34037.wav
8,Spectrogram 1,1,69.98680326,72.85108061,1089.296,2387.65,1808.789,2.8643,,71.7613,2.0782,258.398,5.586007052,3.142128967,8.728136019,25,9,16,cinerea,34037.wav
9,Spectrogram 1,1,80.25093848,83.26553573,1012.275,2475.674,1808.789,3.0146,,81.9955,2.113,344.531,5.639222451,2.985470709,8.62469316,26,9,17,cinerea,34037.wav
10,Spectrogram 1,1,90.71542275,93.84207665,902.246,2618.713,1894.922,3.1267,,92.6128,2.1246,344.531,5.117216234,3.198260146,8.315476381,26,10,16,cinerea,34037.wav
11,Spectrogram 1,1,101.255368,104.2371682,1188.323,2464.671,1894.922,2.9818,,102.9979,2.1711,344.531,5.365886377,3.018311087,8.384197465,25,9,16,cinerea,34037.wav
12,Spectrogram 1,1,115.3164653,118.5524427,951.759,2409.656,1981.055,3.236,,117.3246,2.3684,258.398,4.944375773,3.399258344,8.343634116,27,11,16,cinerea,34037.wav
13,Spectrogram 1,1,135.4743265,138.8982038,1009.525,2717.74,1981.055,3.4239,,137.2067,2.3278,258.398,5.257162884,2.920646047,8.177808931,28,10,18,cinerea,34037.wav
14,Spectrogram 1,1,145.0945181,148.2567022,924.251,2431.662,1981.055,3.1622,,147.0345,2.2291,258.398,5.376004048,3.162355322,8.53835937,27,10,17,cinerea,34037.wav
15,Spectrogram 1,1,155.8175803,159.0945541,1067.29,2893.787,1981.055,3.277,,157.5474,2.3278,258.398,5.187671651,3.051571559,8.23924321,27,10,17,cinerea,34037.wav
16,Spectrogram 1,1,166.6409331,169.737523,1012.275,2750.749,1894.922,3.0966,,168.6523,2.1537,258.398,5.48989214,2.906413486,8.396305626,26,9,17,cinerea,34037.wav
17,Spectrogram 1,1,178.0470357,181.1490918,1111.302,2629.716,1981.055,3.1021,,179.7631,2.113,258.398,5.480158602,2.901260436,8.381419039,26,9,17,cinerea,34037.wav
18,Spectrogram 1,1,188.0288289,191.1964791,1210.329,2398.653,1808.789,3.1677,,189.9218,2.2581,344.531,5.366669824,2.841178142,8.207847965,26,9,17,cinerea,34037.wav
19,Spectrogram 1,1,198.8994779,202.1190568,1166.317,2684.731,1981.055,3.2196,,200.7307,2.2407,258.398,4.969561436,3.416573487,8.386134924,27,11,16,cinerea,34037.wav
20,Spectrogram 1,1,204.8666891,207.9960761,1012.275,2651.722,1894.922,3.1294,,206.7679,2.1595,344.531,5.112801176,3.195500735,8.308301911,26,10,16,cinerea,34037.wav
21,Spectrogram 1,1,216.7163858,219.4412756,913.249,2761.751,1894.922,2.7249,,218.5636,1.8402,258.398,5.871775111,2.935887556,8.807662667,24,8,16,cinerea,34037.wav
22,Spectrogram 1,1,226.9840878,230.1052756,935.254,2728.743,1894.922,3.1212,,228.9081,2.2639,344.531,5.1262335,3.203895937,8.330129437,26,10,16,cinerea,34037.wav
23,Spectrogram 1,1,239.0751301,242.231848,847.231,2684.731,1894.922,3.1567,,241.0057,2.2291,344.531,5.385370799,2.851078658,8.236449457,26,9,17,cinerea,34037.wav
24,Spectrogram 1,1,250.5514594,253.6371169,968.263,2695.734,1894.922,3.0857,,252.5634,2.1827,344.531,5.509284765,2.91668017,8.425964935,26,9,17,cinerea,34037.wav
25,Spectrogram 1,1,262.2945656,265.3310276,1045.284,2662.725,1894.922,3.0365,,264.1212,2.084,344.531,5.598550963,2.963938745,8.562489709,26,9,17,cinerea,34037.wav
26,Spectrogram 1,1,274.6269534,277.8711302,825.225,2662.725,1894.922,3.2442,,276.6367,2.0724,344.531,5.240120831,3.082424018,8.322544849,27,10,17,cinerea,34037.wav
27,Spectrogram 1,1,287.0686647,290.3401724,836.228,2618.713,1894.922,3.2715,,288.9143,2.1595,258.398,5.196393092,3.056701819,8.253094911,27,10,17,cinerea,34037.wav
28,Spectrogram 1,1,300.6132464,303.6333099,935.254,2365.644,1894.922,3.0201,,302.3935,2.0201,258.398,5.29783782,2.980033774,8.277871594,25,9,16,cinerea,34037.wav
29,Spectrogram 1,1,318.3855912,321.6079033,968.263,2794.76,1894.922,3.2223,,320.209,2.1653,258.398,5.275734724,3.103373367,8.37910809,27,10,17,cinerea,34037.wav
1,Spectrogram 1,1,1.128306869,4.14818702,1239.187,2520.381,1875,3.0199,,3.088,1.6693,187.5,7.3,3.32,10.6,32,,,cinerea,388122891.wav
2,Spectrogram 1,1,36.66325021,39.82250944,1197.181,2436.368,1875,3.1593,,38.6293,1.8347,187.5,4.12,3.17,10.45,33,,,cinerea,388122891.wav
3,Spectrogram 1,1,75.35952362,78.30036385,1197.181,2583.39,1875,2.9408,,77.2587,1.664,187.5,7.14,3.4,10.54,31,,,cinerea,388122891.wav
1,Spectrogram 1,1,5.152786622,7.83451358,810.46,3704.959,1808.789,2.6817,,6.815,1.5383,258.398,5.97,2.61,8.58,23,,,cinerea,390973021.wav
2,Spectrogram 1,1,29.30093893,32.33386737,771.867,3782.146,1808.789,3.0329,,31.0102,1.7357,172.266,1.74,2.64,7.91,24,,,cinerea,390973021.wav
1,Spectrogram 1,1,1.285862502,4.199399056,1050.159,3108.469,1875,2.9135,,2.8427,1.5627,281.25,4.46,2.06,6.52,19,,,cinerea,411175621.wav
2,Spectrogram 1,1,14.85258971,17.58013927,924.14,4074.615,1968.75,2.7275,,16.3573,1.632,281.25,5.14,2.2,7.33,20,,,cinerea,411175621.wav
3,Spectrogram 1,1,28.68962598,31.79848342,1134.171,3948.596,1968.75,3.1089,,30.32,1.7387,281.25,3.87,2.25,6.11,19,,,cinerea,411175621.wav
4,Spectrogram 1,1,43.50215897,46.62729315,1134.171,4032.609,1875,3.1251,,45.1733,1.7653,281.25,4.48,2.24,6.72,21,,,cinerea,411175621.wav
1,Spectrogram 1,1,5.791354083,8.87159076,614.94,4172.809,1722.656,3.0802,,7.5697,2.3975,258.398,5.51,2.92,8.44,26,,,cinerea,469291281.wav
2,Spectrogram 1,1,16.80403506,20.0242825,834.562,4216.733,1894.922,3.2202,,18.5295,2.3394,258.398,5.59,2.79,8.38,27,,,cinerea,469291281.wav
3,Spectrogram 1,1,28.23348409,31.36582704,571.016,4216.733,1808.789,3.1323,,30.0466,2.0434,172.266,5.75,2.87,8.62,27,,,cinerea,469291281.wav
4,Spectrogram 1,1,39.83639661,42.76389428,527.092,4084.96,1808.789,2.9275,,41.5985,2.1537,258.398,5.82,2.73,8.54,25,,,cinerea,469291281.wav
5,Spectrogram 1,1,51.19126614,54.24604632,614.94,4216.733,1808.789,3.0548,,53.0634,2.2814,258.398,5.57,2.95,8.51,26,,,cinerea,469291281.wav
6,Spectrogram 1,1,63.4111303,66.64410598,483.167,4260.657,1808.789,3.233,,65.2713,2.4323,258.398,5.57,2.78,8.35,27,,,cinerea,469291281.wav
7,Spectrogram 1,1,74.98166649,78.142648,527.092,4084.96,1808.789,3.161,,76.8406,2.3975,258.398,5.69,2.84,8.54,27,,,cinerea,469291281.wav
8,Spectrogram 1,1,87.48055792,90.53852016,658.865,4304.582,1808.789,3.058,,89.3388,2.3162,258.398,5.57,2.95,8.5,26,,,cinerea,469291281.wav
1,Spectrogram 1,1,18.77983239,22.08930294,818.688,3875.124,1722.656,3.3095,,20.8631,2.1943,258.398,4.54,2.42,6.95,23,,,cinerea,469875161.wav
1,Spectrogram 1,1,4.888508701,7.950692522,614.94,4172.809,1636.523,3.0622,,6.8499,2.2465,258.398,4.57,2.61,7.18,22,,,cinerea,470368641.wav
1,Spectrogram 1,1,1.038867473,3.677761925,812.749,4494.024,1968.75,2.6389,,2.544,1.5733,281.25,4.18,2.66,6.82,18,,,cinerea,471924051.wav
1,Spectrogram 1,1,11.73837768,13.62521565,497.939,2551.936,1722.656,1.8868,,12.7942,1.0101,430.664,5.2999788,3.17998728,8.47996608,16,6,10,cinerea,47992.wav
1,Spectrogram 1,1,8.51821339,11.53075257,1011.438,2583.057,1808.789,3.0125,,10.4316,1.9447,172.266,4.647302905,2.987551867,7.634854772,23,9,14,cinerea,48317.wav
2,Spectrogram 1,1,24.64532882,27.52029632,1182.604,2489.693,1808.789,2.875,,26.3895,1.7879,172.266,4.869565217,2.782608696,7.652173913,22,8,14,cinerea,48317.wav
3,Spectrogram 1,1,44.91792152,47.91923036,995.877,2536.375,1808.789,3.0013,,46.7998,1.9621,172.266,4.331456369,2.998700563,7.330156932,22,9,13,cinerea,48317.wav
4,Spectrogram 1,1,67.01419019,69.90038803,1042.559,2551.936,1808.789,2.8862,,68.7601,1.7589,172.266,4.850668699,2.771810685,7.622479385,22,8,14,cinerea,48317.wav
5,Spectrogram 1,1,92.40124735,95.39413343,995.877,2520.815,1808.789,2.9929,,94.2382,1.7705,172.266,5.011861405,2.67299275,7.684854155,23,8,15,cinerea,48317.wav
6,Spectrogram 1,1,110.993351,113.9385082,918.074,2334.088,1808.789,2.9452,,112.8141,2.0666,258.398,4.4139617,3.055819639,7.469781339,22,9,13,cinerea,48317.wav
7,Spectrogram 1,1,155.1630215,158.1531,778.029,2474.133,1808.789,2.9901,,157.0714,1.904,172.266,4.682117655,3.009932778,7.692050433,23,9,14,cinerea,48317.wav
8,Spectrogram 1,1,178.0300029,180.8909325,778.029,2458.572,1808.789,2.8609,,179.7515,1.9098,258.398,4.893564962,2.446782481,7.340347443,21,7,14,cinerea,48317.wav
9,Spectrogram 1,1,203.0982139,206.0742544,886.953,2598.617,1808.789,2.976,,204.829,1.9679,258.398,4.704301075,2.688172043,7.392473118,22,8,14,cinerea,48317.wav
10,Spectrogram 1,1,233.8283685,236.7622953,1011.438,2583.057,1808.789,2.9339,,235.7057,1.7705,172.266,4.4309622,3.067589216,7.498551416,22,9,13,cinerea,48317.wav
1,Spectrogram 1,1,6.256537633,8.030460887,715.787,2256.285,1808.789,1.7739,,7.3839,1.2365,258.398,6.201025988,2.818648176,9.019674164,16,5,11,cinerea,48340.wav
2,Spectrogram 1,1,16.26292695,18.05437524,793.59,2349.648,1722.656,1.7914,,17.4033,1.1494,258.398,6.140448811,2.791113096,8.931561907,16,5,11,cinerea,48340.wav
1,Spectrogram 1,1,1.962115337,4.44589921,812.749,4637.45,1875,2.4838,,3.4613,1.9307,281.25,6.45,2.82,9.26,23,,,cinerea,540791791.wav
2,Spectrogram 1,1,16.21504234,18.68498635,956.175,4350.598,1875,2.4699,,17.7227,1.616,281.25,5.69,2.84,8.5,21,,,cinerea,540791791.wav
3,Spectrogram 1,1,26.87822,29.39271685,621.514,4541.833,1875,2.5145,,28.4373,1.6747,281.25,6.37,2.78,9.15,23,,,cinerea,540791791.wav
1,Spectrogram 1,1,13.85738695,16.80429504,860.558,4302.789,1875,2.9469,,15.5147,1.9573,187.5,5.1,2.72,7.8,23,,,cinerea,605977801.wav
2,Spectrogram 1,1,29.05427405,32.14871259,812.749,4350.598,1875,3.0944,,30.7253,1.9147,187.5,5.17,2.58,7.76,24,,,cinerea,605977801.wav
3,Spectrogram 1,1,67.11468459,70.17640728,860.558,4302.789,1875,3.0617,,68.7733,1.7813,187.5,4.9,2.94,7.84,24,,,cinerea,605977801.wav
1,Spectrogram 1,1,0.220968454,3.168101928,878.486,4612.052,1894.922,2.9471,,1.9795,1.7937,258.398,4.76,3.06,7.8,23,,,cinerea,606056391.wav
1,Spectrogram 1,1,3.608693596,6.959623364,812.749,3059.761,1968.75,3.3509,,5.3333,2.3467,281.25,4.47,2.68,7.16,24,,,cinerea,608622398.wav
2,Spectrogram 1,1,22.20507448,25.61241758,860.558,3298.805,1968.75,3.4073,,23.9893,2.24,281.25,4.41,2.64,7.04,24,,,cinerea,608622398.wav
1,Spectrogram 1,1,0.702696717,4.487791301,621.514,3585.657,1593.75,3.7851,,2.56,2.7093,281.25,3.96,2.64,6.6,25,,,cinerea,609320712.wav
2,Spectrogram 1,1,11.80881231,15.45900012,621.514,3681.275,1593.75,3.6502,,13.4773,2.624,187.5,4.38,2.73,7.12,26,,,cinerea,609320712.wav
1,Spectrogram 1,1,14.78508762,18.38146028,573.705,3776.892,1593.75,3.5964,,16.48,2.5707,187.5,4.17,2.5,6.67,24,,,cinerea,609354109.wav
1,Spectrogram 1,1,6.358025608,9.923015035,1070.369,2782.959,1808.789,3.565,,8.8758,2.56,861.328,4.49,2.52,7.01,25,,,cinerea,611146750.wav
2,Spectrogram 1,1,21.85325055,25.45976964,1070.369,2889.996,1808.789,3.6065,,24.1545,2.1595,861.328,4.44,2.5,6.65,24,,,cinerea,611146750.wav
3,Spectrogram 1,1,39.62228339,43.19033294,999.011,2961.353,1894.922,3.568,,41.9178,2.2349,861.328,4.77,2.52,7.29,26,,,cinerea,611146750.wav
2,Spectrogram 1,1,10.08394394,12.79386488,1118.13,2608.97,1808.789,2.7099,,11.4881,1.1262,258.398,5.55,2.59,8.12,22,,,cinerea,611769259.wav
3,Spectrogram 1,1,15.13849311,16.97031577,1211.308,2671.089,1722.656,1.8318,,16.1146,1.2307,344.531,4.37,2.73,7.1,13,,,cinerea,611769259.wav
4,Spectrogram 1,1,22.74717791,24.92530231,1273.426,3261.213,1894.922,2.1781,,24.0152,1.2307,430.664,4.6,2.76,7.35,16,,,cinerea,611769259.wav
5,Spectrogram 1,1,30.75097014,32.87172683,1149.189,2826.385,1894.922,2.1208,,31.8287,1.4396,516.797,4.24,2.76,7.07,15,,,cinerea,611769259.wav
6,Spectrogram 1,1,40.4113567,42.48065421,1149.189,2733.207,1722.656,2.0693,,41.5753,1.2249,258.398,4.85,2.42,7.25,15,,,cinerea,611769259.wav
7,Spectrogram 1,1,50.18460381,52.2531697,1118.13,2702.148,1894.922,2.0686,,51.3393,1.6196,689.062,4.85,2.42,7.25,15,,,cinerea,611769259.wav
8,Spectrogram 1,1,59.61054134,61.66723449,1335.544,2795.326,1894.922,2.0567,,60.8537,1.2365,430.664,4.87,2.92,7.78,16,,,cinerea,611769259.wav
9,Spectrogram 1,1,69.23525404,71.48627697,1273.426,2764.266,1722.656,2.251,,70.6409,1.5383,430.664,5.33,2.66,8,18,,,cinerea,611769259.wav
1,Spectrogram 1,1,1.199177242,3.051977118,1098.108,4568.127,1981.055,1.8528,,2.055,1.4048,430.664,4.32,2.7,7.02,13,,,cinerea,611769382.wav
2,Spectrogram 1,1,11.11703123,13.28832011,1098.108,4612.052,1894.922,2.1713,,12.2659,1.5035,344.531,5.06,2.76,7.83,17,,,cinerea,611769382.wav
3,Spectrogram 1,1,22.8702552,25.21566526,834.562,4524.203,1894.922,2.3454,,24.1778,1.7415,430.664,5.12,2.56,7.67,18,,,cinerea,611769382.wav
4,Spectrogram 1,1,34.90251045,37.22283241,1142.032,4128.884,1894.922,2.3203,,36.1128,1.5267,689.062,4.74,2.58,7.33,17,,,cinerea,611769382.wav
5,Spectrogram 1,1,46.43154914,48.7078787,1273.805,3865.339,1981.055,2.2763,,47.7228,1.4919,344.531,3.52,2.64,6.15,14,,,cinerea,611769382.wav
6,Spectrogram 1,1,57.32655153,59.65233474,1185.956,4524.203,1981.055,2.3258,,58.6826,1.399,344.531,4.74,2.58,7.31,17,,,cinerea,611769382.wav
7,Spectrogram 1,1,71.86465798,74.06286658,1054.183,4041.036,1808.789,2.1982,,73.2125,1.4745,344.531,5.02,2.73,7.73,17,,,cinerea,611769382.wav
8,Spectrogram 1,1,86.3899917,88.83247744,1185.956,4260.657,1981.055,2.4425,,87.6437,1.4687,344.531,4.5,2.45,6.96,17,,,cinerea,611769382.wav
9,Spectrogram 1,1,97.54588668,99.82260273,1142.032,4260.657,1981.055,2.2767,,98.7893,1.4687,344.531,5.28,2.64,7.91,18,,,cinerea,611769382.wav
1,Spectrogram 1,1,0.566145003,3.58836024,922.41,2811.155,1808.789,3.0222,,2.2175,1.9505,258.398,3.63,2.31,5.96,18,,,cinerea,615555662.wav
2,Spectrogram 1,1,14.24950536,17.21344097,922.41,3030.777,1894.922,2.9639,,15.6851,1.8228,258.398,3.71,2.36,6.07,18,,,cinerea,615555662.wav
1,Spectrogram 1,1,9.609437389,12.74352854,702.789,4041.036,1894.922,3.1341,,11.3487,1.7647,344.531,4.47,2.55,7.02,22,,,cinerea,616325236.wav
2,Spectrogram 1,1,27.83641082,30.97050197,922.41,3997.112,1894.922,3.1341,,29.4603,1.875,344.531,4.47,2.55,7.02,22,,,cinerea,616325236.wav
1,Spectrogram 1,1,11.12698181,14.72039542,834.562,4348.506,1981.055,3.5934,,13.1483,2.0085,258.398,4.45,2.5,6.96,25,,,cinerea,616325237.wav
2,Spectrogram 1,1,34.34080083,37.74453278,746.713,4260.657,1894.922,3.4037,,36.3857,2.113,258.398,4.7,2.35,7.05,24,,,cinerea,616325237.wav
1,Spectrogram 1,1,9.335706578,12.48178991,1010.259,2564.463,1894.922,3.1461,,11.0121,1.9331,258.398,4.49,2.39,7.31,23,,,cinerea,616325238.wav
2,Spectrogram 1,1,33.92019166,37.29521009,834.562,4524.203,1894.922,3.375,,35.6949,1.9563,258.398,4.45,2.37,6.81,23,,,cinerea,616325238.wav
1,Spectrogram 1,1,2.35261971,4.719445427,1098.1,2833.1,1894.922,2.3668,,3.3437,1.7589,344.531,3.38,2.54,5.92,14,,,cinerea,616775450.wav
2,Spectrogram 1,1,13.70680059,16.10073094,1207.9,2679.4,1894.922,2.3939,,15.2091,1.6196,516.797,3.34,2.51,5.85,14,,,cinerea,616775450.wav
3,Spectrogram 1,1,23.70705525,26.09379301,1174.3,2739.9,1894.922,2.3867,,25.0485,1.6196,430.664,3.36,2.52,5.87,14,,,cinerea,616775450.wav
1,Spectrogram 1,1,6.934880902,9.719580149,1027.9,4111.6,1875,2.7847,,8.5867,1.776,281.25,4.67,2.87,7.54,21,,,cinerea,617005672.wav
2,Spectrogram 1,1,21.54863499,24.15262882,1004,4183.3,1875,2.604,,23.008,1.808,281.25,4.61,3.07,7.68,20,,,cinerea,617005672.wav
